id,name
Q112437872,Dinko Jonjić,,+1938-00-00T00:00:00Z,
Q95301489,Gábor Keleti,Hungarian painter (1870–?),+1870-00-00T00:00:00Z,
Q12189829,Tayyib Tizini,Syrian philosopher,+1934-08-10T00:00:00Z,+2019-05-18T00:00:00Z
Q467470,Jacques Rancière,French philosopher,+1940-06-10T00:00:00Z,
Q3021751,Laurent Deloire,French humorist,+1966-09-10T00:00:00Z,
Q75377,Tim Maudlin,American philosopher and academic,+1958-04-23T00:00:00Z,
Q384263,Barlaam of Seminara,Italian theologian,+1290-01-01T00:00:00Z,+1348-06-01T00:00:00Z
Q112405000,Heinz Ortner,,+1953-00-00T00:00:00Z,
Q683415,Hardouin de Chartres,,+1050-00-00T00:00:00Z,+1051-00-00T00:00:00Z
Q21519682,Katherine Murray Lyell,botanist (1817-1915),+1817-01-01T00:00:00Z,+1915-01-01T00:00:00Z
Q823840,Bernd Lucke,"German economist, MEP",+1962-08-19T00:00:00Z,
Q997782,Jenő Feiks,Hungarian artist (1878-1939),+1878-05-17T00:00:00Z,+1939-09-25T00:00:00Z
Q94819547,Theo Waidenschlager,,+1873-00-00T00:00:00Z,+1936-00-00T00:00:00Z
Q60030,Herbert Marcuse,"German philosopher, sociologist, and political theorist (1898–1979)",+1898-07-19T00:00:00Z,+1979-07-29T00:00:00Z
Q250020,Arthur Prior,Logician and philosopher (1914-1969),+1914-12-04T00:00:00Z,+1969-10-06T00:00:00Z
Q33143317,Atanáz Homicskó,Hungarian illustrator,+1864-05-14T00:00:00Z,+1916-11-02T00:00:00Z
Q112389867,Ivan Kováčik,,+1959-00-00T00:00:00Z,
Q29419538,Gloria Castresana,Basque woman intellectual and car driver,+1940-08-15T00:00:00Z,
Q13104866,Roger Wohlfart,,+1944-03-01T00:00:00Z,
Q98362001,يوسف مكي,,+1947-00-00T00:00:00Z,
Q86575,Frithjof Bergmann,German philosopher,+1930-12-24T00:00:00Z,+2021-05-24T00:00:00Z
Q971382,Aldo Leopold,American writer and scientist (1887-1948),+1887-01-11T00:00:00Z,+1948-04-21T00:00:00Z
Q1277332,Dariush Shayegan,"Iranian thinker, writer, cultural theorist and comparative philosopher (1935-2018)",+1935-01-24T00:00:00Z,+2018-03-22T00:00:00Z
Q207817,Amir Khosrow,"Indian poet, writer, singer and scholar (1253–1325)",+1253-01-01T00:00:00Z,+1325-09-27T00:00:00Z
Q12881102,Michaēl-Hermodōros Lēstarchos,Greek intellectual (16th century),+1500-00-00T00:00:00Z,+1570-00-00T00:00:00Z
Q62594163,Mariza Dias Costa,Guatemalan illustrator died 2019,+1952-10-16T00:00:00Z,+2019-03-29T00:00:00Z
Q1505636,Georg Picht,German educationist and philosopher,+1913-07-09T00:00:00Z,+1982-08-07T00:00:00Z
Q1176825,David Theodor August Suabedissen,German theologian,+1773-04-14T00:00:00Z,+1835-05-14T00:00:00Z
Q65257725,Raivo Kullam,,+1936-01-01T00:00:00Z,
Q95457094,František Kratochvíl,,+1968-08-21T00:00:00Z,
Q709685,František Gellner,"Czech anarchist, poet, illustrator, painter, publicist and writer (1881-1914)",+1881-06-19T00:00:00Z,+1914-09-13T00:00:00Z
Q18452572,Sergejs Civinskis,,+1895-06-22T00:00:00Z,+1941-07-30T00:00:00Z
Q1629130,Horst Alisch,German caricaturist and comics artist (1925-2020),+1925-05-20T00:00:00Z,+2020-01-25T00:00:00Z
Q4759868,Behemoth,fictional big cat from the novel The Master and Margarita by the Russian writer Mikhail Bulgakov,,
Q369756,Massimo Cacciari,Italian philosopher and politician,+1944-06-05T00:00:00Z,
Q24939198,Frizou,French cartoonist,+1969-04-03T00:00:00Z,
Q109877308,Dobroslav Haut,,+1906-12-29T00:00:00Z,+1945-05-09T00:00:00Z
Q111976813,Alois Derso,Hungarian caricaturist and political cartoonist (1888 – 1964),+1888-00-00T00:00:00Z,+1964-00-00T00:00:00Z
Q107676579,Vaclav Mikolasek,,+1945-00-00T00:00:00Z,
Q15429972,Alfred Thompson,British musical theatre librettist and artist (1831-1895),+1831-10-07T00:00:00Z,+1895-08-31T00:00:00Z
Q112556487,Joseph Papin,,+1931-00-00T00:00:00Z,+1992-00-00T00:00:00Z
Q13462742,Otto Friedrich Lang,botanist and taxonomist (1817-1847),+1817-05-23T00:00:00Z,+1847-12-26T00:00:00Z
Q12816683,Kornélia Tóth,(1971–),+1971-05-29T00:00:00Z,
Q632875,Daniel Defert,French AIDS activist (1937–2023),+1937-09-10T00:00:00Z,+2023-02-07T00:00:00Z
Q6102903,Turan Asan,,+1965-01-01T00:00:00Z,
Q3143464,Hussain Yee,Malaysian Scholar,+1950-01-01T00:00:00Z,
Q981928,Jean François de Saint-Lambert,"French poet, philosopher and military officer",+1716-12-26T00:00:00Z,+1803-02-09T00:00:00Z
Q7105914,Oscar Cesare,Swedish born American artist (1883-1948),+1883-10-07T00:00:00Z,+1948-07-25T00:00:00Z
Q8739,Archimedes,Greek mathematician and physicist ( c.287–c.212 BC),-0287-00-00T00:00:00Z,-0212-01-01T00:00:00Z
Q2982700,Coll-Toc,,,
Q3107110,Giovanni Boselli Sforza,Italian caricaturist (1924-2007),+1924-04-29T00:00:00Z,+2007-06-24T00:00:00Z
Q106091,Georg Reimann,German poet and rhetorician,+1570-01-01T00:00:00Z,+1615-06-10T00:00:00Z
Q978398,Józef Życiński,"Polish bishop, archbishop, philosopher, publisher",+1948-09-01T00:00:00Z,+2011-02-10T00:00:00Z
Q15454238,Reinhard Trinkler,Austrian painter and illustrator,+1987-05-02T00:00:00Z,
Q95904854,Marcel Jacques Hemjic,French painter,+1894-00-00T00:00:00Z,+1942-00-00T00:00:00Z
Q16195970,Jacobo de la Serna,"American ceramic artist, Spanish Colonial scholar, and painter",+1965-01-01T00:00:00Z,
Q214447,Gregory Baum,Canadian theologian,+1923-06-20T00:00:00Z,+2017-10-18T00:00:00Z
Q55122800,Erik Liebermann,,+1942-09-07T00:00:00Z,
Q5854165,Fabio Baudrit González,"Costa Rican politician, intellectual and lawyer (1875-1954)",+1875-00-00T00:00:00Z,+1954-00-00T00:00:00Z
Q69072538,Trax,French press designer and cartoonist,,
Q66111759,Husein Ja'far Al-Hadar,Indonesian Islamic religious figure,+1988-06-21T00:00:00Z,
Q275011,Émile Cohl,French caricaturist (1857-1938),+1857-01-04T00:00:00Z,+1938-01-20T00:00:00Z
Q505528,Harold Innis,Canadian professor of political economy,+1894-11-05T00:00:00Z,+1952-11-08T00:00:00Z
Q18396551,Josef Žemlička,"Czech graphic, illustrator, painter and artist (1923-1980)",+1923-09-16T00:00:00Z,+1980-08-03T00:00:00Z
Q5367429,Elsa Nyholm,Swedish botanist and bryologist,+1911-01-15T00:00:00Z,+2002-10-01T00:00:00Z
Q1325,Friedrich Hayek,Austrian and British economist,+1899-05-08T00:00:00Z,+1992-03-23T00:00:00Z
Q69814578,Ibrahim Fathi,Egyptian writer and critic,+1930-08-23T00:00:00Z,+2019-10-03T00:00:00Z
Q1096800,Claude Guillon,French writer,+1952-09-17T00:00:00Z,+2023-01-19T00:00:00Z
Q107484076,abderrahim jairane,writer,+1955-05-20T00:00:00Z,
Q382031,Ernest Howard Shepard,British artist (1879-1976),+1879-12-10T00:00:00Z,+1976-03-24T00:00:00Z
Q17349257,Ivo Antič,,+1948-06-07T00:00:00Z,
Q104212218,Tavi Algueró i Sala,"Catalan graphic artist, illustrator, caricaturist and art educator",+1963-00-00T00:00:00Z,
Q21546846,Pierre Gaultier-Chabot,"1516-1598; Alternative names: Chabot Gautier; Gualterius Chabotius, Petrus; Titles or roles: Ramist polymath",+1516-01-01T00:00:00Z,+1597-01-01T00:00:00Z
Q3158854,Jacques Esprit,French writer (1611-1677),+1611-10-22T00:00:00Z,+1677-06-11T00:00:00Z
Q95295743,Gabriel Lion,,+1875-00-00T00:00:00Z,
Q551267,Johann Weikhard von Valvasor,Carnolian scientist,+1641-05-28T00:00:00Z,+1693-09-19T00:00:00Z
Q2898193,Carlos Escudé,Argentine academic and writer,+1948-08-10T00:00:00Z,+2021-01-01T00:00:00Z
Q5537105,George Booth,New Yorker cartoonist,+1926-06-28T00:00:00Z,
Q55998413,Yury Cherepanov,,+1922-01-01T00:00:00Z,+2016-11-03T00:00:00Z
Q23303899,Béla Matkovics,,+1927-07-12T00:00:00Z,+1998-10-13T00:00:00Z
Q42156,Henri Bergson,French philosopher (1859–1941),+1859-10-18T00:00:00Z,+1941-01-04T00:00:00Z
Q95319411,Wolfgang Thon,,+1954-00-00T00:00:00Z,
Q112532513,Duane Bibby,illustrator and caricaturist,+1947-00-00T00:00:00Z,
Q742140,Copi,"Argentinian writer, actor, director and cartoonist (1939-1987)",+1939-11-20T00:00:00Z,+1987-12-14T00:00:00Z
Q7319139,Rex Babin,American Political Cartoonist,+1962-08-17T00:00:00Z,+2012-03-30T00:00:00Z
Q116372017,Martí Alegre i Puig,,+1875-11-09T00:00:00Z,+1917-04-17T00:00:00Z
Q307277,Abd al-Latif al-Baghdadi,Muslim polymath,+1162-01-01T00:00:00Z,+1231-11-08T00:00:00Z
Q39896582,Philippe-Auguste Cattelain,"French portraitist, caricaturist and engraver, chief of the Sûreté under the Commune",+1838-02-06T00:00:00Z,+1893-09-10T00:00:00Z
Q353580,Adeimantus of Collytus,brother of Plato,-0432-00-00T00:00:00Z,-0382-00-00T00:00:00Z
Q20011094,Mary Leebody,Northern Irish botanist (1847-1911),+1847-00-00T00:00:00Z,+1911-09-19T00:00:00Z
Q15600138,Róbert Schwartz,Romanian chemist,+1944-09-03T00:00:00Z,+2023-03-21T00:00:00Z
Q105533228,George A. Smith,biologist at the British Museum (Natural History) - died 1932,,+1932-05-19T00:00:00Z
Q7176,Naguib Mahfouz,Egyptian writer (1911–2006),+1911-12-11T00:00:00Z,+2006-08-30T00:00:00Z
Q1081541,Christian Reimers,German musician and caricaturist (1827-1889),+1827-06-19T00:00:00Z,+1889-07-24T00:00:00Z
Q2966107,Christophe Bodard,French caricaturist and editorial cartoonist,+1963-02-27T00:00:00Z,
Q733629,Menasseh Ben Israel,"Portuguese rabbi, kabbalist, writer, diplomat, printer and publisher",+1604-01-01T00:00:00Z,+1657-11-20T00:00:00Z
Q294100,Jacques Bénigne Bossuet,French bishop and theologian (1627-1704),+1627-09-27T00:00:00Z,+1704-04-12T00:00:00Z
Q12213075,Rabah Al-Saghir,,,
Q61911182,Tom Glover (cartoonist),"English born cartoonist, caricaturist, court reporter and journalist resident in New Zealand (1891-1938)",+1891-01-01T00:00:00Z,+1938-01-01T00:00:00Z
Q561782,Lascelles Abercrombie,"English poet, academic, literary critic (1881-1938)",+1881-01-09T00:00:00Z,+1938-10-27T00:00:00Z
Q330407,Abraham Moles,"Scientist, professor",+1920-08-19T00:00:00Z,+1992-05-22T00:00:00Z
Q3112997,Grace Gifford,Irish artist,+1888-03-04T00:00:00Z,+1955-12-13T00:00:00Z
Q6054057,Tayfun Akgül,Turkish cartoonist,+1963-01-01T00:00:00Z,
Q10363971,Rodrigo de Haro,,+1939-00-00T00:00:00Z,+2021-01-01T00:00:00Z
Q255665,Mircea Florian,Romanian translator and philosopher,+1888-04-01T00:00:00Z,+1960-10-31T00:00:00Z
Q940132,Juan Ginés de Sepúlveda,Spanish philosopher and theologian (1490-1573),+1490-06-11T00:00:00Z,+1573-01-01T00:00:00Z
Q1366656,Rahid Ulusel,Azerbaijani literary historian and university teacher,+1954-08-13T00:00:00Z,
Q33188341,Ernesto Pérez Donaz,,+1875-07-13T00:00:00Z,+1938-00-00T00:00:00Z
Q719942,Pierre Nicole,French Jansenists,+1625-10-19T00:00:00Z,+1695-11-16T00:00:00Z
Q7087177,Olive Mary Hilliard,South African botanist (1925-2022),+1925-07-04T00:00:00Z,+2022-11-30T00:00:00Z
Q17276119,Daniel C. Tsang,American activist and academic,+1949-10-27T00:00:00Z,
Q539514,Metrodorus of Lampsacus,ancient Greek philosopher,-0500-00-00T00:00:00Z,-0464-01-01T00:00:00Z
Q7266828,Muhammad Tayyib Qasmi,Indian Sunni Islamic scholar,+1897-05-00T00:00:00Z,+1983-07-17T00:00:00Z
Q560081,Anna Czajka,Polish philosopher,+1952-01-01T00:00:00Z,
Q929695,Brooks Adams,American political writer (1848-1927),+1848-06-24T00:00:00Z,+1927-02-13T00:00:00Z
Q2897677,Bernard Chenez,French editorial cartoonist,+1946-04-02T00:00:00Z,
Q94811064,Mario Pezilla,,+1900-00-00T00:00:00Z,+2000-00-00T00:00:00Z
Q48884413,Toni D'Agostinho,,,
Q16195823,Qudsia Tahseen,Indian nematologist,+1964-12-15T00:00:00Z,
Q3821657,Guillermo Divito,"Argentine cartoonist, humorist, caricaturist, cartoonist, editor",+1914-07-16T00:00:00Z,+1968-07-05T00:00:00Z
Q9012164,Joaquim Muntañola,Catalan writer & comic draughtsperson (1914-2012),+1914-04-09T00:00:00Z,+2012-03-05T00:00:00Z
Q6185542,Jerzy Szwajcer,Polish caricaturist,+1892-01-01T00:00:00Z,+1967-01-01T00:00:00Z
Q11826,Al-Biruni,11th-century Central Asian scholar and polymath,+0973-09-04T00:00:00Z,+1048-12-09T00:00:00Z
Q16440166,Albert Simon,caricaturist (1901-1956),+1901-07-03T00:00:00Z,+1956-03-13T00:00:00Z
Q24581389,Marcelo García,musician and artist,+1988-05-27T00:00:00Z,
Q108369240,Luis Guillermo Martínez Villada,,+1886-06-21T00:00:00Z,+1956-02-16T00:00:00Z
Q528493,Stanisław Leśniewski,Polish mathematician and philosopher (1886-1939),+1886-03-30T00:00:00Z,+1939-05-13T00:00:00Z
Q498211,Heinrich Zille,German artist (1858-1929),+1858-01-10T00:00:00Z,+1929-08-09T00:00:00Z
Q120593948,F. Roberts Johnson,"British cartoonist, illustrator and painter",+1900-00-00T00:00:00Z,+1986-00-00T00:00:00Z
Q1287576,Ricardo Guerra Tejada,Mexican academic and diplomat,+1927-02-10T00:00:00Z,+2007-05-30T00:00:00Z
Q4924291,Blaisio Ugolino,Italian polymath (1702-1776),+1702-01-01T00:00:00Z,+1776-01-01T00:00:00Z
Q9014376,José María Cao Luaces,Spanish-Argentine caricaturist,+1862-12-13T00:00:00Z,+1918-01-27T00:00:00Z
Q95172946,Vladimír Bičík,Czechoslovak actor,+1926-03-15T00:00:00Z,+1988-09-10T00:00:00Z
Q28792789,Aldo Mazza,"Italian painter, poster designer, draftsman, caricaturist",+1880-07-06T00:00:00Z,+1964-07-26T00:00:00Z
Q21522642,Kittie Fenley Parker,"American botanist, botanical collector and taxonomist for the National Museum of Natural History and author of An Illustrated Guide to Arizona Weeds(1910-1994)",+1910-01-01T00:00:00Z,+1994-01-01T00:00:00Z
Q1063211,Bin Akao,Japanese ultranationalist political activist,+1899-01-15T00:00:00Z,+1990-02-06T00:00:00Z
Q29420117,Illar Mõttus,Estonian journalist and caricaturist,+1952-07-17T00:00:00Z,+2016-09-01T00:00:00Z
Q7372334,Roxana Judkins Stinchfield Ferris,U.S. botanist (1895–1978),+1895-04-13T00:00:00Z,+1978-06-30T00:00:00Z
Q108884021,Nail Hanon,,+1952-03-18T00:00:00Z,
Q111096233,Stefan Klinkigt,"German graphic artist, designer, sculptor, caricaturist and docent",+1956-00-00T00:00:00Z,
Q15648906,Bedri Koraman,Turkish caricaturist,+1928-00-00T00:00:00Z,+2015-05-30T00:00:00Z
Q3677445,Cipriano Efisio Oppo,Italian painter (1890-1962),+1890-07-02T00:00:00Z,+1962-01-10T00:00:00Z
Q167852,Jabir ibn Hayyan,8th-century Islamic alchemist and author,+0721-00-00T00:00:00Z,+0815-00-00T00:00:00Z
Q851314,Tei Junsoku,Confucianist,+1663-11-27T00:00:00Z,+1735-01-01T00:00:00Z
Q95176704,Zdeněk Janda,,+1941-03-02T00:00:00Z,+2009-04-29T00:00:00Z
Q5660232,Johann Bach,,+1555-01-01T00:00:00Z,+1615-12-01T00:00:00Z
Q116291,Pierre Prevost,Swiss physicist (1751-1839),+1751-03-03T00:00:00Z,+1839-04-08T00:00:00Z
Q1346736,Gilbert Shelton,cartoonist,+1940-05-31T00:00:00Z,
Q15436307,Paul Pribbernow,,+1947-11-11T00:00:00Z,
Q1399671,Ravi Zacharias,Canadian-American Christian apologist (1946–2020),+1946-03-26T00:00:00Z,+2020-05-19T00:00:00Z
Q12958732,Nik Titanik,Croatian caricaturist,+1974-05-03T00:00:00Z,
Q25439692,Sarah Faulwetter,Greek marine biologist,+2000-00-00T00:00:00Z,
Q62309,Hans Albert,German philosopher,+1921-02-08T00:00:00Z,+2023-10-24T00:00:00Z
Q153232,Jean le Rond d'Alembert,"French mathematician, mechanician, physicist, philosopher and music theorist (1717-1783)",+1717-11-16T00:00:00Z,+1783-10-29T00:00:00Z
Q453440,George Herriman,American cartoonist (1880-1944),+1880-08-22T00:00:00Z,+1944-04-25T00:00:00Z
Q553722,Śāntarakṣita,Indian Buddhist philosopher (725-788),+0725-00-00T00:00:00Z,+0788-00-00T00:00:00Z
Q519161,Antoni Bosch-Veciana,writer,+1951-00-00T00:00:00Z,
Q22696704,Ilmar Vaino,,+1934-00-00T00:00:00Z,+1997-02-24T00:00:00Z
Q26271938,Pavittu Meethal Sureshan,Indian entomologist,,
Q86744042,Ogura Shohei,Japanese bureaucrat,+1844-01-01T00:00:00Z,
Q15280817,Avo Paistik,"Estonian cartoonist, author, film director, painter and pastor",+1936-04-21T00:00:00Z,+2013-12-03T00:00:00Z
Q4087986,Gabriel Blanca,Spanish botanist,+1954-01-01T00:00:00Z,
Q116443370,al-Šarīšī,,,+1223-00-00T00:00:00Z
Q76521,Max Scheler,German philosopher (1874-1928),+1874-08-22T00:00:00Z,+1928-05-19T00:00:00Z
Q62831,Ludwig Büchner,German philosopher and scientist (1824-1899),+1824-03-29T00:00:00Z,+1899-05-01T00:00:00Z
Q89919363,Ricardo Castaneda,American psychiatrist (1955-2020),+1955-07-09T00:00:00Z,+2020-03-25T00:00:00Z
Q215145,Max Tau,German writer,+1897-01-19T00:00:00Z,+1976-03-13T00:00:00Z
Q95270,Hannes Hegen,German Illustrator and caricaturist (1925-2014),+1925-05-16T00:00:00Z,+2014-11-08T00:00:00Z
Q27966083,Mario R. Cabrera,taxonomist,,
Q56447845,Jan Prančl,researcher,,
Q2430593,John Sims,English physician and botanist (1749–1831),+1749-10-13T00:00:00Z,+1831-02-26T00:00:00Z
Q107454704,Dennis Donald Kopp,"taxonomist, professor, extension entomologist",+1943-08-04T00:00:00Z,+2020-12-11T00:00:00Z
Q112415646,Juraj Kolarić,,+1938-00-00T00:00:00Z,
Q11887430,Per-Olof Nyström,Finnish graphic designer (1925-1996),+1925-03-21T00:00:00Z,+1996-06-28T00:00:00Z
Q401625,Mulai Ahmed er Raisuni,Moroccan rebel (1871-1925),+1871-01-01T00:00:00Z,+1925-01-01T00:00:00Z
Q106917011,Bassam Faraj,Iraqi caricaturist (1943-2021),+1943-08-06T00:00:00Z,+2021-03-20T00:00:00Z
Q3105946,Gilberto Righi,Brazilian zoologist,+1937-01-01T00:00:00Z,+1999-01-01T00:00:00Z
Q163016,Lewis Fry Richardson,UK mathematician & polymath (1881–1953),+1881-10-11T00:00:00Z,+1953-09-30T00:00:00Z
Q96150438,Carla Akotirene,"intellectual, militant and theoretical of black feminism",+1980-04-30T00:00:00Z,
Q505154,Jeremy Rifkin,American economist,+1945-01-26T00:00:00Z,
Q56000870,José Luis Posada,,+1929-01-01T00:00:00Z,+2002-01-01T00:00:00Z
Q12247700,Nasser al-Jaafari,,,
Q42888509,Peep Linno,,+1970-01-01T00:00:00Z,
Q2595739,Eliseo Alberto,writer,+1951-09-10T00:00:00Z,+2011-07-31T00:00:00Z
Q120132297,José Hurtado de Mendoza,,+1885-00-00T00:00:00Z,+1971-00-00T00:00:00Z
Q44490023,Anthony Raw,,,
Q214892,Robert S. Hartman,American philosopher (1910-1973),+1910-01-27T00:00:00Z,+1973-09-20T00:00:00Z
Q19678156,Alfred-Marie Le Petit,French painter and etcher,+1876-12-12T00:00:00Z,+1953-12-17T00:00:00Z
Q16855319,Piem,French caricaturist,+1923-11-12T00:00:00Z,+2020-11-12T00:00:00Z
Q16749847,Lester Gertrude Ellen Rowntree,"American botanist, botanical collector, taxonomist and explorer (1879-1979)",+1879-02-16T00:00:00Z,+1979-02-21T00:00:00Z
Q160456,Angela Davis,"American political activist, scholar, and author",+1944-01-26T00:00:00Z,
Q15816922,Jikichiro Kawahara,"Japanese scholar, Esperantist (1896-1959)",+1896-05-19T00:00:00Z,+1959-12-08T00:00:00Z
Q1353430,Erich Wagler,German zoologist (1884-1951),+1884-09-07T00:00:00Z,+1951-08-29T00:00:00Z
Q800136,Gustav Shpet,Russian philosopher,+1879-03-26T00:00:00Z,+1937-11-16T00:00:00Z
Q19681066,Jorge Hernández-Camacho,Colombian biologist (1935-2001),+1935-01-17T00:00:00Z,+2001-09-15T00:00:00Z
Q23977751,Jacint Bofarull i Foraster,,+1903-00-00T00:00:00Z,+1977-00-00T00:00:00Z
Q7799857,Théodore Année,botanist,+1850-00-00T00:00:00Z,+1899-00-00T00:00:00Z
Q96212219,Hamed Taher,Egyptian philosopher,+1943-04-08T00:00:00Z,+2020-06-11T00:00:00Z
Q558085,Tomi Ungerer,French illustrator and writer,+1931-11-28T00:00:00Z,+2019-02-08T00:00:00Z
Q1298528,Egon Daldorf,German philosopher,+1933-01-01T00:00:00Z,
Q12280670,Ivaylo Ninov,,+1960-11-14T00:00:00Z,
Q1402480,László Vatai,Hungarian politician (1914-1993),+1914-07-18T00:00:00Z,+1993-08-03T00:00:00Z
Q24545816,Tõnis Teemaa,,+1937-01-01T00:00:00Z,
Q67234,Philipp Bertkau,German zoologist (1849-1894),+1849-01-11T00:00:00Z,+1894-10-22T00:00:00Z
Q21391686,Rampa Rattanarithikul,Thai entomologist,+1939-00-00T00:00:00Z,
Q11397562,Ai Maeda,Japanese scholar and literary critic (1931-1987),+1931-04-20T00:00:00Z,+1987-07-27T00:00:00Z
Q25440031,Vasyl Tkach,biologist,,
Q10991416,Hillar Mets,Estonian cartoonist,+1954-08-15T00:00:00Z,
Q735817,Dimitrios Pepagomenos,Byzantine physician,+1200-01-01T00:00:00Z,+1300-01-01T00:00:00Z
Q16406157,Feliks Kark,Estonian actor,+1933-01-01T00:00:00Z,
Q20434598,Saša Dimitrijević,,+1964-05-25T00:00:00Z,
Q17198042,Andeel,Egyptian cartoonist,+1986-01-01T00:00:00Z,
Q34969,Benjamin Franklin,"American author, printer, political theorist, politician, postmaster, scientist, inventor, civic activist, statesman, diplomat, Founding Father (1706–1790)",+1706-01-17T00:00:00Z,+1790-04-17T00:00:00Z
Q937936,Vladimir Bazarov,Russian philosopher (1874-1939),+1874-08-08T00:00:00Z,+1939-09-16T00:00:00Z
Q777388,Pantaleo Carabellese,Italian philosopher,+1877-07-06T00:00:00Z,+1948-09-19T00:00:00Z
Q6056050,Abdülkadir Elçioğlu,Turkish cartoonist,+1962-00-00T00:00:00Z,
Q477277,Rafael Capurro,German philosopher born in Uruguay,+1945-11-20T00:00:00Z,
Q23067888,Auguste Viollier,"Swiss watercolorist, caricaturist and poster artist (1854-1908)",+1854-06-27T00:00:00Z,+1908-06-28T00:00:00Z
Q5511627,Félix Pissarro,painter (1874-1897),+1874-07-24T00:00:00Z,+1897-11-29T00:00:00Z
Q33093337,Don Eusebio,,,+1873-00-00T00:00:00Z
Q164823,Girolamo Savonarola,Italian Dominican friar and preacher (1452-1498),+1452-09-21T00:00:00Z,+1498-05-23T00:00:00Z
Q107118053,James A. McNamara,"taxonomist, fl. 1997",,
Q365955,Hallgrímur Helgason,Icelandic writer,+1959-02-18T00:00:00Z,
Q95175775,Rudolf Puchýř,,+1909-03-21T00:00:00Z,+1987-10-01T00:00:00Z
Q1349158,Paolo Sarpi,"Venetian patriot, scholar, scientist and church reformer",+1552-08-14T00:00:00Z,+1623-01-15T00:00:00Z
Q290227,Étienne de La Boétie,"French judge, writer and philosopher",+1530-11-01T00:00:00Z,+1563-08-18T00:00:00Z
Q721570,Gunnar Landtman,Finnish philosopher and sociologist (1878-1940),+1878-05-06T00:00:00Z,+1940-10-30T00:00:00Z
Q6822236,Aḥmad Kamāl Abū al-Majd,,+1930-06-28T00:00:00Z,+2019-04-03T00:00:00Z
Q15144806,Sirajul haque khan,Bangladeshi murder victim,+1924-01-01T00:00:00Z,+1971-12-14T00:00:00Z
Q98556548,Grgur Budislavic,,+1485-00-00T00:00:00Z,+1550-00-00T00:00:00Z
Q13182502,Naya Raj Pant,Nepalese polymath,+1913-08-10T00:00:00Z,+2002-11-04T00:00:00Z
Q55009994,Kintaro Baba,Japanese entomologist (1912-1993),+1912-06-28T00:00:00Z,+1993-01-06T00:00:00Z
